"","Latitude","Longitude","Class","B1","B2","B3","B4","B5","B6"
"1670",35.5382340914858,-82.6683929901074,"3",815,1044,1598,1971,2268,2765
"1671",35.6708750198625,-82.5836577929906,"3",193,476,1293,1427,2768,3181
"1672",35.5763642846555,-82.5083738293984,"3",515,610,830,880,1848,1791
"1673",35.5167247517491,-82.5249949642174,"3",436,599,994,1042,2457,1813
"1674",35.5972218262184,-82.4207054908429,"3",693,813,1072,992,2384,2368
"1675",35.5447520732242,-82.7006575459326,"3",696,906,1193,1282,2018,2519
"1676",35.5339974033559,-82.6045156876655,"3",428,589,809,774,2087,1623
"1677",35.5864671563501,-82.5670366581715,"3",941,1125,1686,1931,2354,2584
"1678",35.5339974033559,-82.8564399467858,"3",1163,1376,1794,2028,2611,3092
"1679",35.5724534956125,-82.5034852603339,"3",345,499,793,843,1656,1520
"1680",35.5773419819163,-82.5142401122757,"3",621,834,1169,1273,1688,1728
"1681",35.598851321653,-82.5468305727052,"3",797,1045,1492,1672,2739,2831
"1682",35.6037398079568,-82.5536745693954,"3",2001,2265,2882,3086,3437,2952
"1683",35.586793055437,-82.4845827932848,"3",1188,1427,1846,1989,3136,2701
"1684",35.578645578264,-82.5657330397543,"3",708,858,1141,1290,1716,2099
"1685",35.5434484768766,-82.8479664270741,"3",982,1155,1449,1613,2268,2329
"1686",35.6151462759991,-82.3483546686893,"3",459,570,1071,1578,2114,2137
"1687",35.7077016166845,-82.5807246515519,"3",543,685,1080,1331,1761,2224
"1688",35.5258499261829,-82.6041897830612,"3",414,536,869,844,2794,1749
"1689",35.6272045422151,-82.4519923328553,"3",258,382,739,771,2378,2172
"1690",35.4909787238824,-82.5230395365916,"3",587,657,922,907,2224,1458
"1691",35.6063470006522,-82.3203268727199,"3",1115,1323,1945,1914,3436,2696
"1692",35.5858153581762,-82.5611703752942,"3",2670,3099,3775,4209,4753,4057
"1693",35.6865181760346,-82.577465605509,"3",3407,3723,4416,4759,5629,6095
"1694",35.7119383048144,-82.5618221845028,"3",502,609,855,886,2094,1987
"1695",35.598851321653,-82.5533486647911,"3",490,614,913,957,2203,1535
"1696",35.5242204307483,-82.6064711152913,"3",305,491,931,1037,2487,2212
"1697",35.6141685787383,-82.6534013783098,"3",542,639,905,945,1873,1572
"1698",35.5659355138741,-82.5334684839291,"3",760,902,1243,1358,2552,2509
"1699",35.6122131842168,-82.3653017081127,"3",139,309,685,644,2244,1495
"1700",35.5102067700107,-82.5996271186011,"3",318,623,1217,1345,2358,2119
